idx,class,conversation
200,일반 대화,"해외 여행 가봤어?
응응 당연 가봤지 하하
나는 해외여행 가려고 했는데 코로나때문에!
해외 여행 가고 싶당 ㅠ
일본이랑 필리핀 가봤어
일본 정말 가고 싶다
어디 가봤어?
친구들이랑 가봤어?
요즘 너무 가고 싶어ㅗ
나는 일본오사카 가봤어
일본은 이제 못갈듯.. 하하하
그래서 인터넷으로 보고 있어 키키
훗카이도 가고 싶은데
나도  오사카 가봤어 하하 유니버셜
빨리 해외 가고 싶어 ㅈ너무 ㅠㅠ
가서 맥주도 마시고 스시도 먹고 싶다
유니버셜 우리나라는 안 생기남...?
오사카 정말 좋잖아 ㅠㅠ
안 생기려나 정말"
201,갈취 대화,"소정아! 교수님 생신이신데 우리 2만원씩 걷어서 작은 선물 하기로 했거든? 너도 할거지?
 뭐? 나는 교수님이랑 많이 친하지도 않고 솔직히 돈내고 싶은 마음 없는데. 편지만 쓰면 안될까?
 무슨 소리야! 이렇게 챙겨드리며 가까워지는거지!
 아. 그리고 이거 법에 걸리는거 아니야?
 누가 신고만 안하면 되지. 조용히 할 거니까 괜찮아.
 하! 진짜 웃긴다. 내가 신고하면?
 신고하면 너 이제 학과생활 끝이야. 원래 비협조적인건 알았는데. 생각보다 더 하는구나 너?
 참. 낸다 내! 2만원?
 맞아 잘 생각했어.
 휴."
202,일반 대화,"얌 너 연애 중이니
아니... 나도 연애하고 싶어
결혼은 언제 할 거야
결혼은 삼십대에 하고 싶다
왜 안 하는 거야?
음 적당한 사람이 없어서?
키키 아직 멀었다니 소름이군 키키
키키 그렇게 멀지는,
눈물 난다
아니 **는 너처럼 어린 친구가 왜 있지?
진짜 신기하네
엄마 직장동료 딸이야 사실
키키 23세 친구 어떻게 구하는 거야 ㅠ
키키 신기한 세상
엄마의 직장동료의 딸이라구?
응 언니가 우리 엄마랑 같은 곳에서 일하셔
엄청 머네...
사실 모르는 사이구나?
키키 아니얔 키키 같이 밥도 먹었어!"
203,직장 내 괴롭힘 대화,"아니 그 새로 들어온 신입사원 고졸이라며?
 그니까 검정고시래
 와 진짜 말도 안 된다 어떻게 들어온거래?
 전무님 낙하산이라고 하더라
 그치 낙하산이겠지
 아까 보니까 프린트도 제대로 못하더라 에휴
 안녕하십니까 신입 사원 김디귿입니다!
 아 그 고졸 사원?
 김디귿씨! 어차피 얼마 버티지도 못할텐데 대충 대충 해
 아.아. 넵."
204,일반 대화,"군대음식 중에 최악인거 있어요?
전투식량이요
전 안 먹어봤어요
안드시길 다행이요
어떻길래요?
안에 여러가지 있는데 손잡이 끈 잡아 다님 스팀 올라와서 따뜻해져요
따뜻하게 먹을 수 있네요. 신기 해요
맛이 ㅜㅜ 없어요 정말 없어요
너무 싫어 하시니 맛이 더 궁금하네요
심지어 향도 싫어요"
205,갈취 대화,"야 나 5만 원 빌려줘라 
전에도 내가 3만 원 빌려줬잖아.
야 내가 안 준대? 한번에 갚을게 빌려줘라
아니 진짜 못 빌려줘.
너 이러기야? 내가 너 비밀 지켜줬잖아
그건 고맙지만.
야 나 다 말해버린다? 
안 돼 그건.
아니야 여기 줄게 꼭 갚아줘.
응 땡큐"
206,일반 대화,"서해바다는 언제 갈거야?
4~5월이 좋을 것 같아
우리 실치 먹으러 가기로 했잖아
그렇지 근데 시간이 잘 안맞아서
그지역이 어디였지?
충남 당진 일꺼야
내년에는 꼭 가자
그래~그리고 대하축제도 가자
너무 좋은데? 서해바다 구경도 하자
안면도라 가면 겸사겸사 볼 수 있어"
207,기타 괴롭힘 대화,"웨이터 얼른 일로와!!!
네 무슨 일이십니까?
지금 음식에서 머리카락이 나왔어!! 당장 다시 만들어
죄송합니다 얼른 바꿔드릴께요
죄송하면 다야? 죄송하면 무릎이라도 꿇어야하는거 아니야?
네??
죄송하면 무릎이라도 꿇으라고
아니 죄송하지만 그건
못하겠어? 꼴에 자존심은 쎄서 어휴 이래서 못배운애들은 안된다니까?
.죄송합니다."
208,직장 내 괴롭힘 대화,"저 이번엔 휴가 꼭 써야합니다.
지금 회사 일이 이런데 휴가를 쓰겠다니 제정신이야?
부장님. 아무리 그래도 아버지 첫제산데요.
너 작년에도 그거때문에 회사 안와서 나머지사람이 다 뒤집어 쓴거 알고는 있어?
부장님. 그건 정말.
너같은 이기적인 애들때문에 다른애들이 손해보는거야.
그래도 그 후에 다른 직원들 많이 도와줬습니다. 부탁드립니다.
너 이번에도 그런일로 휴가쓴다하면 너 인사평가 각오해.
부장님 죄송합니다. 조금만 생각해주십시요.
휴가 쓰면 너 만년 대리로 남을거 각오해."
209,일반 대화,"머리결 관리 어떻게 하세요?
머리결 안좋아졌어요?
머리결이 푸석해진거 같아서요
저도 그래서 팩해요
무슨팩 쓰세요?
미장셴꺼  스팀 헤어 마스크요
스팀 헤어 마스크는 뭐에요?
샴푸후에 머리에 쓰고 있음 후끈 하게 열이 나요 하하
신기한 팩이네요.
효과 좋아요 추천해요"
210,일반 대화,"어제 오랜만에 회 먹으니 맛있더라
그 집 회가 맛있더라구
내 친구 **이는 직접 잡아서 먹더라
**이가 누구야? 낚시 다니나봐?
주말마다 낚시 다닌대
바다 낚시 가더라구요 새벽부터 일어나서
부지런한 취미생활을 하네
그러게 주말에 안 피곤하다니
완전 빠져들었어 주말 새벽마다 사진이 와
낚시로 잡은 물고기 사진 찍어서 보내줘?
걔도 참 심심한가보다 너한테 사진보내고
친구들 단톡창이 있어 거기에 보내"
211,일반 대화,"아이들 진로 생각하고 있어?
아직 그걸 결정하기에는 어린거 같애
아이 생각을 인정 해 줘야지
뭐 하고 싶다고 말 해?
진로적성검사는 한 번 받아보고 싶어
그때 그때 바뀌더라고
그런것도 있구나
그냥 막연히 과학자지
성격검사 성향 검사도 있어
아~과학 좋아하나보다
어떤 엄마는 초1때 받더라구
아 우리 아이는 경찰관 소방관 등등 이었어"
212,협박 대화,"내가 사고낸거 아니야.
내 눈으로 니가운전한거 봣거든.
아 봣구나.그런데 일부러 그런것은아니야
믿을수가없다.
미안해 다시는 안그럴게.
너 이새끼 두고봐 내가 어떻게하나
친구사이에 이러기냐.
친구라는 놈이 나의 소중한애마를 그렇게 만드냐
한번만 용서해주라
일단 경찰서에 증거제출햇고 니 가정 풍비박산 만들테니깐 기대해"
213,갈취 대화,"어이 거기 잠시만
왜요.
형인것처럼 하고 조용히 따라와.
왜 이러세요.
죽고 싶어? 내 호주머니에 칼있어.
알겠어요
얼마 있어 100원에 한대씩이야.
돈 없어요.
아 뒤져서 나오면 죽어 알았지
죄송합니다."
214,갈취 대화,"자기야 나 10만원만 빌려줄 수 있을까?
 한 두번도 아니고 이제 그만할 수 없어?
 이번에 진짜 급해서 그래. 큰 아버지가 병원에 계신대. 좀 빌려주라? 응? 병원은 가봐야지.
 그니까 그걸 왜 나한테 빌리냐고. 너희 가족문젠데.
 열받게 하지말고 좀 빌려줘
 진짜 열받는 사람이 누군데?
 발 그것도 못해줘? 연인사이에?
 물건집어던지지마! 욕도 하지말고.
 그니까 좋은 말로 할 때 빌려줬으면 서로 좋잖아.
 진짜 마지막이야."
215,기타 괴롭힘 대화,"지우개 가루 그만 좀 던져.
안던졌는데?
뭐가? 우리가 뭘.
너네가 하는거 맞잖아.
너눼과 하는궈 맞자놔.
앞이나 봐. 찐따야.
어쩜 저렇게 띨빵하냐?
안하면 안될까? 부탁이야.
응싫어
우리가 너 부탁을 왜 들어줘야해.
그만해.
구만훼."
216,일반 대화,"우리 애 학원 가기 싫어하네.
아 어떤 과목 배워?
우리 애도 마찬가지야
수학학원
아이들이 수학을 어려워하네
우리 아이는 영어학원가기 싫데
돈 내고 갈등을 산거 같은 느낌이야.
그래도 안보내면 불안하지
그래서 보내기도 하지
오늘도 싸우고 보냈어.
잘 설득시켜봐
우리 애도 매일 설득시켜"
217,일반 대화,"스포츠 게임 피파 온라인 알아?
난 게임을 하는 거 보다 경기 보는 걸 좋아해
에이 그래도 스포츠 좋아하면 할 만 한 게임이야
축구선수 내가 키우고 하면 돼?
맞아 선수 영입하고 트레이드 하고 능력치 올리는 거야
그거 대회도 있잖아. E-스포츠대회.
대회 경기를 챙겨 보지는 않아 그냥 하는 거만 즐겨
게임대회도 상금이랑 관객이 엄청 많은 거 같아
맞아 시장도 크고 선수도 많아
프로게이머가 직업으로 자리 잡을 줄 누가 예상 했겠어"
218,일반 대화,"나 이번에 영화 봤는데 별점이 별로 안좋더라ㅠ
언니는 재밌게 봤어?
응 나는 재밌게 봤는데 별점이 별로였어ㅠㅠ
그래? 그러면 왜 안좋지?
아마 개인적으로 느끼는게 달라서 그런거 아닐까?
영화 같은건 그렇긴 하지 ㅠㅠ
난 재밌게 보고 왔는데 별점이 낮아서 좀 속상해ㅠ
맞아 난 재밌는데 다른 사람이 그러면 내가 이상한가 생각 들수도 있겠다
그래도 난 나름 재밌어서 다른 사람한테도 추천해줄려고
아그래? 그럼 나한테 알려줘 내가보고올게!"
219,일반 대화,"카시트 필수로 하고  다니지?
당연하지 안 하면 차 못 타
애기 데리고 대중교통은 넘 힘들 듯!
대중교통은... 택시만 가능하지
버스나 지하철 타 본 적 있어?
버스나 이런 건 못 타...
아직 못 타 봤구나 하하 배도?
타 본 적도 없다 키키
거의 차로 이동해야지
귀엽당 버스도 안 타 본 아잌 키키
웅 배도 안 타 봤지 키키
기차는 좀 괜찮을 듯 키키
기차는 괜찮을지도
화장실도 있고 돌아다닐 수 있잖아 키키
근데 사람들이 많이 있는 곳은
아... 그렇겠네 망할 코로나
사실 뭐 기저귀 교환대만 있고 수유실만 있으면 될 듯"
220,일반 대화,"다들 바쁜데 어디서 그렇게 만나서 연애를 하는 건지 모르겠어
나도 공감이야
소개를 많이 받아봐 **야
나도 그렇게 만났어
그럴까봐 아니면 여기저기 정기적으로 많이 다녀야겠어
맞아 활동반경을 넓히는 것도 좋은 생각이지
그래서 교회를 다니것도 도움이 되는것같아
교회 키키 맞아 은근 그런 곳에서 많이 만나더라고
난 무교지만 가끔 솔깃해
보통 자주 보다보면 눈이 맞잖아~
맞아 일단 사람을 자주 만나는게 중요한것같아
정말 맞는 말이야~
그래서 알바라도 좀 해볼까 싶어
좋은 생각인데? 돈도 벌고 사람들도 만나고
응 너무 괜찮다~"
221,기타 괴롭힘 대화,"야 땅콩 어딨냐 내가 재밌는거 알아왔다 이리와
아 상호야 왜그래?
내가 유튜브에서 봤는데 이러면 기절을 한데 일로와바
미안해 내가 맛있는거 사다줄께 괴롭히지마
됐고 3초 줄께 
으악!!
뭐야 벌써 기절해?
야 이새끼 안움직이는데? 
뭐야 죽은거야??
뭐야 좆됬다"
222,일반 대화,"이제 곧 엄마 생신인데 생신 선물 뭘 해드릴지 고민이야.
어머니 갖고 싶은 건 없으시대?
응. 그래서 매년 생신때마다 고민이 많아.
모자나 스카프 같은 건 어때?
엄마가 모자를 좋아하셔서 이미 모자가 많고 스카프는 안쓰셔.
그렇구나. 아니면 사진찍는 거 좋아하시니까 폴라로이드 같은 건 어때?
그거 괜찮다.
색다른 선물이 되겠다.
나도 예전에 알아 본 적 있는데 필요하면 괜찮은 거 추천해줄게.
고마워. 엄마가 좋아하겠다.
나중에 우리 엄마 생신선물도 같이 고민해줘"
223,일반 대화,"나 오늘 동물병원 갔다 왔어
응? 갑자기? 왜?
아는 지인이 강아지 키우는데 아프다 해서 같이 같다 왔어
이런ㅠ 강아지는 괜찮아?
응응 지금은 약먹고 조금 괜찮아졌대
그러면 괜찮아져서 다행이네ㅠㅠ
응 근데 동물병원에 사람 엄청 많더라
맞아 요즘 강아지 고양이 키우는 사람 많아서 그럴걸?
그런가봐 생각보다 사람 많아서 놀랐어
그래? 우리도 다음에 강아지 한마리 키우자
그래 나는 찬성이야"
224,일반 대화,"게임할 때 디스코드 사용해?
음성 채팅 하는 거 말하지?
응 사람들끼리 이야기하면서 하면 지겹지 않고 더 신나
나도 아는 언니랑 디스코드로 가끔 대화하는데 수다 떠느라 게임을 못해
허허 그러면 안 되지 하하
난 파티 사냥 할 때 디스코드 활용해
아 보스 사냥하거나 그럴 때 말하지?
맞아 보스 사냥할 때 말로 해야 서로 팀워크가 맞거든
난 그런 게임을 안 해서 그냥 수다용으로 사용 할래
너 디스코드 아이디 알려 줘봐
알았어. 카카오톡으로 보내 줄게"
225,일반 대화,"내일 우리집 제사한다.
아. 그렇구나. 그러면 가족들 다 오시겠다.
맞아. 친척들이랑 다 온다고 했어.
복잡하겠다.
제사 싫진 않아?
좀 싫어. 복잡하고 불편한거 같아.
어떤점이 불편해?
잘 모르는 친척들도 와서 불편해.
그렇구나. 우리집도 제사하는데 나는 괜찮아.
어떤 이유로?
친척들이 많이 안오기도 하고 다 친해."
226,기타 괴롭힘 대화,"너 엄마 없냐? 가정교육 왜 그따구야?
진짜 너 엄마 없지? 불쌍하다 진짜.
무슨 소리야. 우리 엄마 건강히 잘 계셔.
에구 그러셨어요 으유으유 너희 어머니도 참 불쌍하시다.
너 같은 걸 자식으로 두고 계시다니
너희들이 그렇게 참견할 바 아닌 것 같은데? 나 괴롭히지말고 저리가.
싫은데 어쩔건데
얘 또 운다 울지마 찌질아
너희 내 앞에 나타나지마
으유 알았어 찌질아"
227,일반 대화,"엄마랑 코믹 영화도 보러 가고 해 ㅠㅠ
요즘 극장도 못 가는데 무슨
티비에도 영화 나오잖아 키키
흑백영화 같은 건 보긴 하는데
그래봤자 맨날 총 쏘고 그런 거 키키
그게 얼마나 재밌어 ㅋ.
키키 엄마가 아주 지겨울 만하다 키키
그런 걸 봐줘야 진짜 영화지
맨날 똑같은 거만 보니깐 그렇지 키키
그런 거 말고 그럼 뭘 봐
뭐 영화가 그런 거만 있어? 키키
다른 건 재미가 없어
재미없다 생각해서 그런 거 아니야?
아니야
이해하기가 어려워
뭘 이해씩이나 하면서 볼려고 해 키키
안 그럼 내용이 이해가 안 가지"
228,갈취 대화,"얼마 있냐?
 예? 지금요?
 만원만 빌려줘봐
 과장님 돈 없으세요?
 지금 지갑 안 갖고 왔어. 담에 돈 줄게
 이건 누가 계산해요?
 일단 너가 계산하고 나중에 회식비로 따로 청구해
저도 돈 없어요 과장님.
 인턴 일 계속하고 싶으면 잘 생각해. 다 너 생각해서 하는 말이야
 예 알겠습니다.??"
229,협박 대화,"다리 하나 분질러야 정신차리겠어?
 다 살자고 이러는거 아닙니까
난 알 바가 아냐. 그러니 하란거나 제대로 해!
 아유 선생님 이게 제 의지대로 안돼요
 미친새끼 그거조차 못하면 닌 등신이야?
 죄송해요
 이것 조차 못하면 담엔 다리로만 안끝난다.
 그럼 어디를.
 그따위로 하면 재미없을 줄만 알라고
 알겠습니다."
230,일반 대화,"요즘은 공모주가 뜸하네
다음주에 카카오페이 공모주 뜨잖아
맞어 다음주라고 했어
너도 할꺼야? 여윳돈으로 다 넣어볼라고
응 나도 넣을건데 매번 공주라.
이번은 한주라도 됐음 좋겠다
이번은 잘될꺼야 2주만되도 좋겠다
카카오페이 따상하려나
글쎄 요즘 시장이 별로라
그래도 오랜만에 대형공모주라 기대된다
응 따상 하면 좋겠다 정말"
231,협박 대화,"왜 남의것을 함부로 만져?
뭐? 싸가지봐라 내맘인데?
이리줘
싫어 이거 웃기다 애들 보여줄래
이리달라고
그래 가져가
내놔
근데 폰으로 이미 다 찍어놨는데
뭐?
비밀 지켜주는대신 뭐해줄래?"
232,직장 내 괴롭힘 대화,"씨 지금 뭐하니?
 아 네 집이에요.
 아 내가 지금 그 근차 지나가는데 혹시 시간 돼? 같이 술 한 잔 하자고!
 네? 무슨 일로요?
 아니 우리 같은 팀이고 같이 친해야 일의 능률도 오르고 호흡이 맞자나 그냥 팀원간 화합을 위해서지.
 아 그럼 다 같이랑 등 만나자는 건가요?
 에이 걔네는 보다 직급이 낮은데 뭐하러 불러 업무의 중심 축은 우리 둘이자나.
 아. 저는 단 둘이는 좀. 업무랑 무관하면 그냥 주중에 뵙는 걸로 하죠.
 아니 자기는 항상 이러더라? 내가 대화 좀 하자고 부르는 거자나? 주중에는 다들 있으니까 속 깊은 얘기를 못 하잖아? 내가 신경써누는 건데 왜 이렇게 예민하지?
 아. 네. 죄송합니다. 그래도 좀 어려울 거 같아요.
 하 참. 진짜 사람 챙겨줘도 내 맘 몰라주네."
233,일반 대화,"공군은 뭐하는 부대야?
내가 알기로는 비행기 쪽에서 하는걸로 알고있어.
그렇구나 너는 어디 부대 출신이지?
나는 육군 출신이야.
그럼 육군은 뭐하는 부대야?
육군은 말 그대로 지상에서 활동하는 군인이야.
아하. 군대 생활은 재밌었어?
아니. 재밌지는 않고 지루했어.
뭐가 지루했어?
시간이 너무 안가더라."
234,일반 대화,"일본 무슨 계절에  갔었어?
난 완젼 여름에 갔었ㅇ
나는 여름에 갔는데 죽을뻔했어
일본의 여름을 체험 한 적 있니? 하하하
그래서 엄청 더웠어 너무 ㅠㅠ
정말 습하더라
키키 셋 다 여름에  갔구나?
다음에 겨울에 가보려구
한국과는 비교가 안돼
어 진짜 전체가 사우나
응응 나도 여름은 피하려구
봄에 가서 사쿠라 보면 좋을 듯
사우나 아님 찜통 그런 거
사우나가 최고이긴 해 정말
사우나야 완전히 땀으로 적셔
키키 겨울에  오키나와 가야 해 키키
일본 사우나 유명하잖아
오키나와도 좋다며"
235,기타 괴롭힘 대화,"넌 근데 왜 공부를 이따위로 못하냐.??
오늘 컨디션이 나빴을 뿐이야.
너 전부터 계속 이 점수잖아. 재능이 없는것 같은데??
더 열심히 해야지.
넌 가망 없다. 공부 때려치고 기술이나 배워. 
뭔 말을 그렇게 하냐.
맞잖아. 재능없으면 금방 때려쳐야지 시간아깝게
그만해.
왜? 기분 나쁘냐?
그만하라고!!"
236,협박 대화,"이사장 일 이렇게 하면 나 가만있을 수 없어.
죄송합니다.
이사장 딸 둘 있다며? 딸바보라며
네. 딸은 왜
니가 그러면 니 소중한 와이프 딸도 무사할 것 같아?
가족 얘기는 하지 말아주십시요.
그럼 이사장이 잘하면 되잖아. 정신차리라고.
잘 하겠습니다.
너희 가족 학교 어딜 다니고 끝나고 어딜 가는지 동선 다 파악시켜놨어.
제발 가족은 건들지 말아주십시요."
237,일반 대화,"누구와 영화 보는 것이 좋나요?
손녀와 영화 보는 것이 좋습니다.
저는 혼자 보는 걸 좋아해요
부모님과 영화를 본 적 있나요?
제 부모님과는 영화 본 기억이 없네요.
네 있어요
같이 본다면 어떤 영화를 보시겠어요?
감동적인 영화요
부모님이 요즘 영화를 이해하실지 모르겠습니다.
부모님과 울면서 영화를 본다면 어떨것 같으세요?
저는 부모님 앞에서는 절대 울지 않을 거라서요
말아톤을 보면서 실컷 울고 싶습니다."
238,일반 대화,"오늘 턱 끝에 필러 맞았다 키키
어때? 아프진 않아?
별로 아프진 않았어 키키
효과는 어때?
턱 끝이 쫌 뾰족해진 느낌이야 키키
나는 눈 밑에 맞고 싶다
나도 키키 눈 밑 꺼짐 진짜 심해ㅠㅠ
나는 다크써클도 심해서 더 문제야
나는 팔자 주름 걱정 ㅠㅠ
상담 한번 받으러 가자 키키"
239,일반 대화,"햄스터 말고 다른거 키우고 싶진 않아?
왜? 오빠 동물 안좋아하잖아
안좋아하는건 예전에 개도 키웠어
집안에서 안키우고 마당에서 키운거 아냐?
응 마당에서 키웠지
근데 도망갔는건지 잡혀갔는건지 없어졌어 똑똑했는데
똑똑했는데 안돌아온거면... 잡혀갔네
응 그때 가족처럼 생각했는데 많이 아쉬웠어
이사가면 개도 키워 볼가?
아니 키키 애들 키우는 것만으로도 힘들다
응 1층이라서 한번 생각해 봤지 강아지 키우는거
애들은 키우고 싶다할껄?"
240,일반 대화,"난 나중에 복층 에서 살 거야.
오! 복층 좋지.
나도 복층에서 살고 싶어.
복층을 왜 좋아해?
2층까지 있는 게 멋있잖아. 감성 넘치고.
맞아, 진짜 예전부터 살아보고 싶었어.
복층에 살면 여름에 많이 덥던데.
모기 들어오면 층고가 높아서 잡기도 어렵고.
맞아, 하지만 너무 이뻐서 그 정도는 감수해야지.
인정해. 이쁜 게 최고야.
어떤 식으로 꾸밀 거야?
2층을 침실로 만들려고.
나도 2층을 침실로 만들고 계단도 꾸밀 거야.
그래, 계단도 꾸미면 이쁘겠네."
241,일반 대화,"최근에 스에즈운하가 막혀서 전세게 물류가 정체된거 알아?
스에즈운하가 어디야?
카이로에 있는 운하야
왜 거기에 있는 운하가 중요한거야?
아시아에서 유럽으로가는 가장 빠른 뱃길이거든
그렇구나 근데 왜 막히게 된거야?
일본에서 만든 엄청큰배가 있는데 좌초되서 그 뱃길을 막아 버렸어
그럼 배를 꺼내는데 오래 걸리겠네?
지금을 꺼냈는데 엄청 오래걸렸지
정말 큰 일이 있었구나"
242,협박 대화,"차 안빼면 도끼로 찍어버린다
무슨일 입니까 누구세요
열받게 하지말고 시키는대로해
오후 6시까지는 지정주차가 아닌데 왜 그러세요
말 같지도 않은 소리 말고 죽기 싫으면 빼라
진정하시죠
말장난 하지말고 내눈 앞에 차 치워
시간 좀 주세요
쇠사슬로 영원히 묶어버리는 수가 있어
알겠어요 잠시만요"
243,기타 괴롭힘 대화,"너는 왜 살 안 빼?
뭐?
왜 뚱뚱하게 살아?
내 마음이지.
부끄럽지도 않아? 그러고 다니는 게?
그만해.
진짜 이해가 안 돼서 그래. 걸어다닐 수는 있어? 
왜 이러는거야. 제발 그만 좀 해.
나같으면 창피해서 못 돌아다녀.
은지야 제발."
244,기타 괴롭힘 대화,"아무도 없어요!??!
키득.야 쟤 얼마나 버틸까?
글쎄.근데 이제 곧 꺼내줘야하지 않을까?
벌써? 아 좀 만 더있다가 꺼내주자 재밌잖아
살려주세요.! 저 아직 여기 있어요.! 선생님? 애들아.!?
너무 심하지 않아? 체육관 너무 깜깜하고 위험하잖아
너 지금 쟤 편드냐? 저 새끼가 체육시간에 나 이기는 거 못봤어? 개 빡쳐. 당해도 싸.
그건 아니지만.
니네도 같이 했으니까 공범이야. 닥쳐
살려주세요.! 흑. 제발요. 아무도 없어요?"
245,일반 대화,"오늘도 비 왔나?
아니 오늘은 비 안 왔다 거기는 비 왔나?
여기도 안 온 것 같다 키키
오늘 안 나가 봐서 모르겠네
오늘 집에만 있었나?
엉 나가기 싫어 가지고 집돌이 했다 키키
키키 오늘 날씨 추운지 더운지도 모르겠네
키키 창문 열었을 땐 바람 쫌 차던데?
창문은 열어봤어?
오늘 좀 춥긴 춥더라
엉 키키 이제 슬슬 보일라 틀어야 되는가
보일러는 좀 이르지 않나?
키키 그래도 감기 걸릴까 봐...
너 감기 잘 걸려?
쫌 잘 걸리는 편이지?
그럼 보일러 틀어야 겠네…
엉 살짝이라도 돌려야겠다
어 오늘부터 틀게?"
246,일반 대화,"축구 보는 거 좋아해?
그닥 좋아하지는 않는데 보러 간 적은 있어
오 어떤 경기 보러갔는데?
월드컵 예선 경기였었나?
어느 나라랑 한 건지 기억나?
어 그것까진... 그냥 오빠 따라 간 거라
그렇군 그래도 재밌었어?
응 생각보다 잘 보이고 응원도 재밌었던 듯
나랑도 나중에 경기 보러가
오케 재밌겠다
친구들 모아서 가자"
247,갈취 대화,"저기 내가 차비가 없어
네?
그래서 그런데 너 돈 얼마있어?
이거 오늘 학원끝나고 저녁 사먹을 돈인데요.
응 그렇지? 너는 밥이 문제인데 나는 돈이 없어서 집에를 못가네?
그건. 그쪽 사정인데.
이런 척박한 사회에서 좀 돕고 살면 좋지 않아??
저는 이 돈 없으면 저녁 못먹는데.
집에가서 먹으면 되잖아 갑갑아 좀 줘봐 맞고 줄래 그냥 줄래?
여기요."
248,기타 괴롭힘 대화,"새파랗게 젊은게 어디 여길 앉아있어
저 임산부에요
사지 멀쩡한게! 임신이 벼슬이냐?
할아버지 여기 노약자석이에요
나이도 어린게 따박따박 말대꾸야 일어나!
저도 약자입니다 임신으로 몸이 힘들어요
너같은 것들 때문에 여기 늙은이들이 앉질 못하잖아 일어나!
노약자석은 노인뿐만 아니라 약자 어린이도 이용할 수 있어요
니 애미애비가 이렇게 싸가지없이 대들라고 가르쳤냐? 당장 일어나!
제 부모님 욕하지 마세요"
249,협박 대화,"김비서 지금 당장 차 돌려서 돌아와
 제가 왜 그래야하죠?!
 너 그거 퍼뜨리는 순간 여기 있는 사람 다 죽어 너는 무사할거같아?
 이제 그런 협박은 저한테 안 통합니다
 지금 너희 가족 외국으로 빼돌렸다고 안심하고 있나본데 이미 소재 파악 끝났어!!
 니가 뭔데 우리 가족을 건드린다고 협박이야 미친놈아!!
 그러길래 잘 생각하고 행동을 해야지. 내가 이자리까지 그냥 올라온 줄 알아? 너희 가족 시체도 못 찾게 토막내서 물고기 밥으러 사용할줄 알아!!!
 내 가족 손 끝 하나 건들기만 해봐!! 나도 가만히 안 있어!!
 니가? 가만히 안 있으면 어쩔건데? 지금 너희 가족들이 있는 마닐라에 암살자 보냈으니까 1시간내로 돌아와서 무릎꿇어
 내 가족 죽으면 니 가족도 다 죽는거야!!!"
250,협박 대화,"뭐하냐?
아무것도 안해요.
거짓말이면 넌 죽는다.
네.
총 보이지? 꼼수 쓰지마.
네.
조금이라도 움직이면 넌 총에 죽어.
명심하겠습니다.
조용히 있어.
네."
251,갈취 대화,"저기 학생 잠시만
네
미안한데 내가 지갑을 잃어버려서 그런데 집에갈 차비가없어서 만원만 벌려주면 안될까
아저씨 저도 학생이라 돈이 없어요 미안합니다
방금 편의점에서 담배사고 5만원 내고 잔돈받는걸 봤어
제가 아저씨 뭘 알고 돈을 빌려줍니까 그리고 아까부터 절 계속 보고있었다니 이상한 사람이네요
아따 그냥 쉽게쉽게 빌려주고 가면 그쪽도 좋고 나도 좋을것같은데
이사람 말 험하게 하시네 갑자기 반말을 왜 해요
한 민족끼리 서로 돕고사는거지 학생
저 학생아닙니다 자꾸 이럼 경찰 부릅니다
불러 경찰오기전에 요기 내 친구 나이프가 그냥 있을까
아유 이거 쓰세요 바빠서 갑니다"
252,기타 괴롭힘 대화,"야! 너 지금 우리 딸 밀었지?
 제가 노는데 얘가 끼어든 거거든요.
 이게 어디서 어른이 말하는데.
 진짜 민거 아니거든요.
 내가 지금 내 눈으로 봤는데 어디서 거짓말하고 있는거야?
 저 진짜 안밀었어요. 저는 여기서 놀고 있는데 얘가 와서 혼자 넘어진거에요.
 쪼끄만게 못돼먹어가지고 여기 놀이터 니가 전세냈니? 같이 노는데 뭐가 와서 끼어들었다고 그러는거야?
 저는 그냥 친구랑 놀고 있었다고요. 쟤가 혼자 넘어진거라고요.
 그래도 요게. 너 빨리 우리 딸한테 사과 못해? 니가 넘어뜨렸잖아.
 저 진짜 억울해요."
253,일반 대화,"요즘 아파트는 이런저런 기능 있어서 좋아
뭐가 있지?
월패드도 있고
월패드가 뭐야?
패드로 집안 관리하는 거야
오 진짜 좋다
그리고 엘리베이터 호출도 있고
그 기능은 진짜 편한 것 같아
주방 하수구 탈수기도 있고
진짜 없어서는 안되는 기능들이지"
254,일반 대화,"너 사랑니 뽑았어?
안 그래도 치과 가야 하는데 귀찮아
사랑니 진짜 너무 싫어 ㅠㅠ
아 그니깐 그냥 제대로 날 것이지
그치 매복으로 나면 다 째야되잖아
응 사랑니 뽑는 영상 봤어
으으 넘 싫어 마취 없었으면 광광 울었다
인정 나였으면 정말 기절했어
진짜 치과는 하루라도 빨리 가야 해!
맞아 근데 넘 무섭고 두려워
그래도 충치까지 생기면 안되잖아 ㅠㅜ
그니깐 엄청 걱정하는 중이야
나도 나름 열심히 양치한다고 했는데...ㅜ
응응 충치 있었어?
응 ㅜㅠ 너도 얼른 가서 치료 받아
으 진짜 싫지만 알겠어"
255,협박 대화,"지금 뭐하는건가?
꼼짝마 손들어
내가 그럴 것 같니?
딸에게 독약이라도 줄 거야
헉 그건 안 되
딸 살리고 싶으면 내말 들어
알았어
지금 당장 듣지 않으면 여기 있는 물건 던질거야
알았어
두고 보지"
