idx,class,conversation
281,일반 대화,"아 정말 회사 다니고 싶지 않다
왜 또 부장이 뭐라고 해?
응 진짜 아무 것도 아닌데 괜히 시비걸어
오늘은 또 뭐라고 하는데?
메일 주고 따로 말 안해줬다고 뭐라고 하더라
메일 주고 따로 연락을 해줘야해?
그러니깐 따로 연락 안줘서 메일을 못봤데
아니 그게 무슨소리야
그말 듣는데 너무 어이가 없더라
정말 듣는 나도 어이가 없어서 말이 안나오네"
282,일반 대화,"나 다음주에 낚시갈려고! 너네 낚시 해봤어?
나 옛날에 제주도에서 해봤어
난 낚시 별로 안좋아해
**이는 왜 안좋아해?
그러게 낚시 해본적 없는거 아니야?
낚시 할려면 그거 하루종일 앉아있는거래 별로 재미없을거같아
낚시 손맛을 보면 헤어나올수 없대
나 배낚시 해봤는데 멀미 엄청나서 별로 였어
키키 손맛 볼수 있을거같아?
키키 혹시 모르잖아 가서 큰거 잡아올지
그거 근데 다 풀어줘야될걸?
맞아 횟감 아닌 이상 거의 풀어줄거야"
283,일반 대화,"출근하는 아침마다 지옥이야ㅠㅠ
나도 오늘 지하철 타고 출근하는데 엄청 힘들었어
조금 지나면 적응될줄 알았는데 전혀,
그치, 나도 진짜 매일매일이 너무 싫다
출퇴근 거리만 가까워도 정말 행복할텐데
그게 진짜 꿀이지
출근 시간이 10시면 행복할 것 같아
그러면 출근하기 조금 수월하겠지?
응 그럴 것 같아 하하 얼른 차라도 사야겠어
그래 얼른 차부터 사자!"
284,일반 대화,"만화방에 가서 죽치고 앉아있고싶네
요즘은 웹툰아니가? 만화방 재밌나
만화방에가면 라면도 끓여주고 좋은데
와 진짜? 만화방 한번도 안가봤네
요즘도 끓인라면 파는지 모르겠네
짜파게티도 팔더라
티비보니까 성훈이 거기서 엄청나게 식사하데
카페같이 생긴 만화방도 많이 생겼던데
오 그렇구나 요즘도 만화에대한 수요가 좀 있구나
룸식으로 된 만화방 깔끔하더라
오 그런데도 있나? 별별 만화방이 다있네"
285,일반 대화,"너 오징어 게임 봤어?
엄청 핫하던데 나는 못 봤어.
나는 당연히 봤지.
나는 유명한 거에 비해 재밌는지 모르겠어.
리뷰 보면 그런 말 많이 나오더라.
나는 재밌어서 하루 만에 다 봤는데.
헐, 엄청 긴데 피곤했겠다.
그걸 하루 만에 보다니 엄청 재밌었나 보네.
피곤한 게 잊을 만큼 재밌었거든.
오징어 게임 시즌 2도 나올까?
나는 시즌 1부터 봐야겠어.
난 꼭 나왔으면 좋겠어."
286,일반 대화,"우리 회사 파업할거 같아
요즘 코로나로 다들 힘들어하더라
도대체 무슨 일이야?
사장이 월급을 계속 안주네
아이쿠 어떻해
사장님 나쁘네
노조랑 타협했는데...잘 안된거 같아
그래도 잘 해결됐으면 좋겠다
고용센터에 신고해보는건 어때?
그래? 고용센터 전화번호 알아?
이미 신고하지 않았을까?
1350아닌가?"
287,일반 대화,"최근 머리가 자주 아픈 거 같은데 기분 탓인가?
이상하네. 나도 그런 거 같아!
환절기라 컨디션이 안 좋아서 그런가?
글쎄, 잘 모르겠는걸?
찾아보니까 환절기에는 혈관이 수축해서 취약한 질병이 많나 봐!
그럼 환절기에는 몸에 이상이 있을 수 있다는 말이야?
뇌졸중이나 심장질환 위험이 높다고 하네.
어머나, 그렇게 큰 질병이 올 수 있다고?
그렇대. 그래서 심장이나 두통이 심해지면 병원에 가보는 것이 좋다고 해.
그렇구나. 앞으로 환절기에는 건강을 위해 컨디션 조절을 잘 해야겠다."
288,일반 대화,"나 오늘 언니랑 싸웠어 ㅠㅠ
왜? 무슨 일 있었어?
너 또 언니 옷 몰래 입었어?
아니 내가 언니 귀걸이 몰래 하고갔다가 잃어버렸어ㅠㅠ
아이고ㅠㅠ 너 은근 덤벙대더라...
귀걸이 잃어버렸다고 화내신거야?
아니 내가 혼날까봐 안 했다고 거짓말했다가 걸렸어ㅠㅠ 언니 화 많이 났는데 어떡하냐ㅠㅠ
화날만하네~ 솔직히 얘기하지 그랬어.
똑같은 귀걸이 사서 주면서 미안하다고 해봐~
그러면 더 화낼거같아. 그냥 퇴근하고 가서 싹싹빌어야겠다.
으이그~ 가서 잘 이야기 해봐.
그래. 니가 많이 반성하면 용서해주실거야~"
289,일반 대화,"요즘 로블록스가 트렌드래
게임회사 로블록스?
맞아 메타버스 관련으로 요즘 화두되더라
나도 궁금해서 로블록스 직접 해봤는데 나는 큰 재미를 모르겠어
그랬구나~ 나도 한번 직접해봐야겠다
같이 하는 친구가 있어야지 재밌다고 하더라고
맞아 내가 자주 보는 게임유튜버들도 슬슬 로블록스를 하는걸 보니까 관심 가지고 있어야겠다는 생각이 들어
오 그렇구나 갑자기 얘기를 들으니까 너무 괜찮은 걸?
이미 미래의 직업이라는 얘기도 많이 하더라
로블록스 아바타 꾸미는 아이템 판매로 몇 억 매출도 가능하데
진짜 신기하다!
우리도 같이 만들어서 팔아보자"
290,일반 대화,"요즘 비대면 이지?
비대면 너무 아쉽다 ㅠ
넵 거의 비대면입니다 하하
비대면 수업 하니까 어때?
학교 가서 수업 듣는 재미도 있는데 ㅠ
얼른 빨리 대면 하구 싶어용
난 완전 좋을 꺼 같음
너무 아쉽겠다 ㅠ
비대면 수업 지루해요
빨리 대면 하고 싶다고? 키키
얼른 빨리 풀리길 하하
인터넷 강의 지루해요 하하
근데 어제부터 다 대면 아냐?
풀려서 다같이 수업 듣길 하하
아직 아닌 것 같아용!
11월 1일부터 거리두기 어쩌고 했던 듯...?
그랬던 거 같은데 ㅎ
대학교는 아직 인 것 같아요 하하"
291,일반 대화,"결혼은 꼭 해야 하는 걸까?
솔직히 요즘에는 비혼 주의인 사람들도 많아서 꼭 그렇게 결혼에 연연할 필요가 없는 거 같아.
그렇겠지?
응. 갑자기 왜 그래?
그냥. 결혼하기가 싫어서.
왜? 이유가 있어?
이유가 딱히 있는 것은 아니야
그러면 그냥 마음 편하게 가져.
응 그래야겠다. 그냥 누군가랑 사는게 불편할 것 같아서 그냥 고민해봤어.
살다보면 생각이 바뀔 수도 있을거야.
그냥 흘러가는대로 생각해봐!"
292,일반 대화,"확실히 성적 보면 조기교육 받은 애들이 잘하는 것 같아
그렇긴 하지 근데 그런거 안 받아도 잘하는 애들은 많아
그래도 성적 높은 애들 비율이 더 높지 않아?
다들 열심히 하긴 해 그래도 조기교육 때문에 애들 놀 시간이 너무 없는 것 같아
학원만 다섯 개씩 다니는 애들도 있더라
한참 성장기인데 피곤하지 않을까 싶기도 하고
자기가 다니고 싶어서 다니는 애들도 많대
피아노 이런 것들은 어릴 때 배우면 좋긴 하니까
나도 피아노 배우고 싶다 갑자기
나한테 배워 나 피아노 배웠잖아~"
293,일반 대화,"엄마 당근마켓 알아?
응.얼마전에  화실에서 들었어.
우린 이용 안 하는데 다른 사람들은 많이 이용하는 것 같지?
응.화실 사람들도 미술용품 싸게 샀어.
엄마도 필요한 거 있으면 하나 사~
그래서 나도 당근 마켓 가입했어.
뭐 사려고?
미술용품 사고 싶은데 우리동네에는 잘 안 올라와~
그럼 이사 가야 하나?
그냥 새 거 살래. 그것 때문에 이사 웃긴다."
294,일반 대화,"너네는 기념일 다 챙겨?
남자친구랑 기념일?
나는 잘 안챙겨 왜?
아니 나는 잘 안챙기는데 주변에는 50일 단위로 챙기는 사람 있다고 해서...
50일 단위는 좀 심한거 아니야?
그러게 그거는 좀 심한거 같은데!
그치 나도 그렇게 생각해서 너네 의견 물어본거야
50일은 좀 심하고 그래도 1년 단위가 낫지 않을까?
나는 몇백일 단위도 좋은거 같은데?
맞아 나도 그런게 나은거 같은데 신기해서 물어봤어
난 챙기라고 해도 못챙길거같은데...
맞아 그거 챙기는것도 일이래"
295,일반 대화,"이번 주에 삼천포로 낚시 여행 간다
떠나자 삼천포로 하하
진짜요 ?
안 춥겠어요 ?
키키 이번 주로 정했닷...!
무늬 오징어 잡힌다던데
근데 일욜 비 온대 하하
바닷가 바람 추운데 ㅜㅜ
뭐라고?
일요일 비 온다고?
망했음 하하
비 온대 하하
오징어 맛있겠네용 하하
얼마만의 여행인데 거짓말
응 토욜에는 안 옴 하하
여행 취소해야겠네요 ㅜㅜ
거짓말 하지마...
무슨 비야...
코스트코 일욜 가야 하나?
코스트코 저두 갈래용
여행 취소 할 수 없어...!
그럼 우린 코스트코 갈 때 마다 비...
코스트코 가보고 싶어요 ㅜ"
296,일반 대화,"군인한테 편지 써본 적 있어?
응 난 친구들한테 써줬어.
답장도 받았어?
응 답장도 많이 받았지.
걔들이 편지 받고 엄청 고마웠을거야.
음 근데 그만 보내라고 했어.
얼마나 많이 보냈길래 그래.
나는 편지쓰는 거 좋아해서 많이 보냈지.
걔들도 너가 좀 부담스러웠나 보다.
응 지금 생각해 보니까 좀 부담스러웠을 거 같아."
297,일반 대화,"언니 척추 분리증있지?
응 나는 태어날 때 부터 척추 분리증을 가지고 태어났지.
나 예전에 대학원 다닐 때도 척추 분리증인 선배 있었어
아이고 어쩌다가 그랬대?
군대에서 행군하다가 그렇게 됐대
행군을 하다가도 척추가 분리되는구나.
아무래도 무거운 짐까지 지고 먼 거리를 행군하다보니까 척추가 분리됐나봐
군인에 대한 처우도 좋아져야 할 텐데 말이야.
그러게 평생을 그 병을 안고 살아가야 하는데 좋은 복지를 제공해 줬으면 좋겠어
맞아. 복지는 이럴 때 필요한 것 같아."
298,일반 대화,"며칠전에 온라인에서 신발샀다
운동화 아님 구두
나이키는 짝퉁이 많데
운동화 엄청나게 세일 하더라구.
몇 켤레 산거야?
왠만하면 오프라인 가게에 가서 사
진짜? 짝퉁이 그렇게 많대?
나는 금시초문
티비에서 그런 얘기 들었어
나이키 아니고 리복인데...이것도 많으려나?
티비에서 그럼 믿을만하지
나는 신발은 오프라인 가게 가서 꼭 사"
299,일반 대화,"어디 쇼핑몰을 사용하시나요
주로 백화점, 대형마트를 이용하고 있습니다.
네이버를 이용해요
그 쇼핑몰을 사용하시는 이유가 뭔가요?
저는 눈으로 직접 보고 사는게 마음이 편하기 때문입니다.
포인트사용이 좋아서요
쇼핑몰에서 최근에 뭘 사셨나요?
아내에게 모피코트를 사줬습니다.
상품권이요
산 것 중 가장 맘에 들었던 건 뭔가요?
아내가 제게 선물해줬던 시계가 가장 마음에 듭니다.
코트가 마음에 들었어요
앞으로 살 예정인 물건은 뭔가요?
건조기를 사고 싶습니다.
청소기를 사고 싶어요"
300,일반 대화,"나 어제 맞고 치다가 밤을 새웠어
난 스타크래프트를 하다가 밤을 새웠어.
한번 하면 끝을 봐야 해
맞아. 나 정말 중독인 듯 해.
한번 시작하면 멈출 수가 없어
맞아. 지금도 게임소리가 들리는 것 같아.
오늘은 그만 해야지 큰일 나겠어
손목도 나간 것 같아.
다른 게임도 없어
난 하루종일 스타크래프트만 하고 있어.
우리 진짜 그만하고 쉬자"
301,일반 대화,"모바일 게임 하시나요?
네. 머리가 복잡할 때 자주 합니다.
네 가끔해요
어떤 모바일 게임 하시나요?
스도쿠와 같은 퍼즐게임을 즐겨합니다.
쿠키런킹덤이요
모바일 게임의 장점은 뭔가요?
시간과 장소에 제약을 받지 않아서 좋은 것 같아요.
시간이 잘가요
주로 어느시간에 하시나요?
주로 자기 전에 20분 정도 하는 편이에요.
출퇴근 시간이요
현금결재를 하시나요?
아니요. 게임에 현금을 써 본 적은 없습니다.
현금 결제하니 게임할때 즐거워요."
302,일반 대화,"요즘 업무가 너무 힘들어.
뭐가 그렇게 힘들어?
모르는 게 계속 나와.
나는 모르는게 없어.
혼자서 책임 지는게 무서워.
그건 진짜 힘들겠다.
이런게 중소기업의 단점이야.
어쩔 수 없긴 하지.
업무가 너무 걱정이야.
힘내 옆에서 항상 널 응원할게."
303,일반 대화,"김연경 요즘 너무 멋진거 같아
식빵 언니로 유명해졌다지
김연경 너무 멋있어
넘 시크하고 시원시원한 성격이 내취향이야
식빵 언니 이름도 친근하고 잘 어울려
나도 배구의 매력에 빠진거 같애
식빵 광고도 하더라
그러게 어디서나 적응 잘 할 것 같아
김연경때문에 배구도 보고 그래
오 광고까지 하는구나 멋진걸
나도 김연경 때문에 배구 재미있어  진거 같아
나도 그 광고 봤어"
304,일반 대화,"배우거나 하고 싶은 운동 있어?
나는 필라테스를 해보고 싶어
필라테스 많이 힘들다던데
그래? 체험이라도 해 보고 싶어
시작하면 끝을 봐야지
사실 비용 때문에 고민이야
내가 내줄게 다녀 볼래?
정말? 고마워 그럼 한번 알아볼게
그래요 필라테스 정말 몸에 좋다구 하드라고
해보고 괜찮으면 같이 다니자"
305,일반 대화,"이번 주말에 낚시 좀 가야겠어요
낚시 잘 하시나 봐요
낚시 좋죠. 장비는 다 준비해두셨어요?
장비가 어디 있나요 가서 빌리면 되죠
빌리는 것도 있군요 저는 다 사야 하는 줄 알았어요
전 낚시카페만 가보고 직접 해본 적이 없어서 잘 몰라요.
낚시 잘 못하지만 거의 프로급 수준이라고 보면 돼요
오 정말 대단하세요
잘 못하는데 프로급이시군요.
전에 부시리 한 일 미터급 잡은 적 있어요
도시어부에서 본 그 부시리 말인가요
아이랑 한번 쯤은 먼 곳으로 낚시 가서 대어를 낚고 싶네요. 빙어낚시도 해보고싶구요."
306,일반 대화,"나 파마하려는데 어떻게 생각해?
잘 어울릴 것 같아!
맞아맞아 파마 해봐!
파마도 종류가 많아서 어떤 거 해야 할지 고민이야 추천해줘
가르마펌이 낫지 않을까?
나는 뽀글 뽀글 머리 추천 할게
할머니들이 많이 하시는 펌?
그것도 어울리겠다
응 그거! 괜찮지?
전혀! 생각은 해볼게
새로운 머리도 도전해보는게 좋지. 안그래?
맞아 맨날 똑같은 머리 지겨워
알겠어 그럼 할머니펌 도전해볼게 기대해
오늘 바로 하러 가는거야?
와 실천력 정말 최고다
하러 가볼게 안녕"
307,일반 대화,"나 내일 오픽 시험인데 큰일났다
왜 공부 안했어?
응 그냥 평소 실력대로 치려고 했지
평소실력대로 치면 되지 왜?
모의시험을 한번 봤는데 생각보다 너무 어려워
에이 그래도 기본 실력이 있잖아
그렇긴 한데 그래도 자신감이 갑자기 떨어졌어
시험 전에 패턴만 몇개 익히고 들어가
그럼 좀 낫겠지? 고마워
응 나도 그렇게 했어! 화이팅"
308,일반 대화,"내 주변에 다 남자친구 있어 나만 없어ㅠㅠ
키키 소개 시켜줄까?
응 키키 주변에 괜찮은 사람있어?
이상형이 뭔데?
키는 나보다 15cm정도 크고 옷 잘입는 사람
음... 한명 있다! 소개 받을래?
그래! 뭐하는 사람이야!
그냥 회사다니는 사람이야! 공기업이야!
와 직장도 좋네 당장 나 소개 시켜줘
알겠어. 너 잘나온 사진 골라놔"
309,일반 대화,"나 여자친구 생겼어.
나도 여자친구 있는데.
여자친구랑 동갑이야?
아니 난 한 살 연상이랑 연애해.
나는 동갑이랑 연애 중이야.
남 연애 얘기만 들어도 설레네
연애하면 되지 뭐가 어렵다고 고민이야.
그러게... 너 정도면 연애 쉽게 할 수 있어.
다들 연애한지 며칠 됐어?
난 오늘부터 연애 시작했어.
난 지금 여자친구랑 사귄 지 4년 조금 넘었어.
엄청 오래 사귀고 있네.
예쁜 연애하다가 나중에 꼭 결혼해.
고마워! 너도 연애 잘해봐.
연애만 하지 말고 나랑도 같이 놀아줘야 해."
310,일반 대화,"예전에 비해 학원들이 많이 없어진거 같아
학생 수가 줄어서 그래.
그리고 입시도 치열하지 않아서
응. 이제는 학생 수보다 대학 모집 인원이 더 많다더라.
그래서 문 닫는 학원도 많아
우리 때가 제일 피크였던 것 같아.
맞아. 밤늦게까지 공부하고
그 정도로 치열했었는데 요즘은 수시로 쉽게 대학 가는 것 같더라고.
그래서 학원 수가 줄어드는지도 몰라
그런 것 같아. 내신 준비하는데 사교육은 과하지."
311,일반 대화,"언니 아까 목소리 왜 안좋았어?
나 아무래도 감기 걸린것같아 ㅠㅠ
언니 기침해? 열나?
병원은 다녀온거야?
아까 낮에 병원 갔다왔어.
감기 걸릴만 해...
감기도 잘 쉬면 낫을거야
병원에 감기로 온 사람 많더라고,
우리도 조심하자!
감기걸리지 않게 따뜻하게 입고다녀
너네도 물자주마시고...
얼른 나아서 건강한 모습으로 보자!"
312,일반 대화,"출근 자차로 하세요?
아니요. 회사 업무용 차로 해요.
자차로 하세요?
네네 하하  20대때는  지하철 정말 지옥철이였어요
지하철 전 거의 안 타봤네요.
출퇴근 시간에 엄청 막히죠?
사람에 치인다고 해야 하나요 ㅋ
어쩔땐 못내려요 또르르
엄청 힘드셨겠네요.
진짜 저도 한번 타본 적이 있는데 정말 엄청났어요.
버스도 그렇죠?
하하 정신없죠~
버스는 오히려 이용을 안했어요 멀미 심해서 ㅠㅜ
아 그러세요? 멀미가 심하신 거예요?
네 남의차를 잘 못타요 하하
그럼 운전만 하셔야겠네요.
운전은 잘 하세요?"
313,일반 대화,"가장 재미있게 본 영화가 뭐야?
아이언맨1
감동적이었어?
아니 멋있었어
아이언맨은 어떤 내용이야?
주인공이 특별한 계기로 영웅이되는 히어로물 이야
몇편까지 나왔어?
여러 시리즈가 있어 남자들의 로망이지
재미있을것 같아 나랑 또 보자
그래 슈트가 아주 멋있어"
314,일반 대화,"하울의 움직이는 성 봤어?
응 진짜 재밌었어
나도 영상미가 너무 좋았지
그러니깐 소재도 너무 좋고
어쩜 그렇게 잘 만드는지
미야자키 하야오 감독 너무 좋아
맞아 만든거 거의 다 재밌어
나는 센과치히로의 행방불명 진짜 너무 재밌었어
아 나도! 그래도 나는 하울이 더 좋았어
나도 그렇기는 해"
315,일반 대화,"나는 국민지원금 받았어.
나도 국민지원금 받았어.
국민지원금 다 썼어?
나는 거의 다 썼어.
나도 국민지원금 다 썼어.
언제 어디서 다 썼어?
장 보느라 다 썼지.
돈 쓰는건 금방이야.
돈 받으니 좋다.
우리가 낸 세금이야."
316,일반 대화,"반려 동물 키우면 로봇은 한대 있어야 해...
아 아무래도 편할 듯?
로봇 청소기 샤오미 강추~
로봇 청소기에  벅수털 장난 아님
나도 한대 사야징 키키
털이 너무 많아서 큰일
청소기 마다 개털이 진짜
진짜 나는 우선 건조기 먼저...
로봇 청소기 어떰 성능
개벅수는 개벅수다 털 장난 아님
그래야 강아지를 키울 듯 키키
나 다이슨 샀는데 만족 중
머리카락 없어
로봇 청소기 완전 청소 잘해
개벅수 털이 그리 많이 빠져?
메이커 어디 거야 청소기?
응 벅수 완전 털 뿜뿜
전현 그렇게 안 보이던디
푸들이 그렇지 뭐"
317,일반 대화,"갑자기 배탈이 났는데, 너무 아파서 병원 갈 기력이 없어.
나 전에 장염 걸렸을 때 먹은 약 있는데, 찾아서 먹어.
지금 찾아봤는데 유통기한 지났어!
어머나, 약에도 유통기한이 있어?
당연하지, 조제약은 한달 정도만 먹을 수 있다고.
그렇구나. 그럼 조제약은 다 가져다 버려야겠네.
응. 약 버릴 때는 꼭 약국에 버려야 해!
그 정도는 나도 알아, 환경 파괴 때문에 그런 거지?
맞아. 일단 비상약은 있으니까 먹고 버텨봐야지.
그래. 배에 따뜻한 거 올려놓고 있으면 좀 나을 거야."
318,일반 대화,"여행갈 때 강아지 어떻게 해?
나는 호텔에 맡겨.
강아지 같이 데려가지.
강아지 같이 못 가는 곳도 있잖아.
코로나 때문에 잘 안 가서.
그럴 땐 엄마 집에 맡기거나.
강아지 멀미는 안해?
우리 강아지 멀미해.
우리 강아지는 멀미 안 해.
아... **이는 놀랐겠네...
차에 태우면 토 하더라구.
아 강아지도 멀미하는구나."
319,일반 대화,"운전면허 코스 중에 뭐가 가장 어려웠어?
나는 마지막에 평형주차가 어려웠어
나는 주차 코스가 제일 어려웠던거 같아
초보자라 둘다 어려웠던 것 같아 시험은 어땠어?
시험은 정말 쉬웠어
우와! 몇점 받았어?
나는 85점 받았지
하하 대단하네 난 70점 턱걸이 했어
하하 뭐가 대단해. 그냥 다 통과 한거지
맞아. 다시하라고 하면 하기 싫을 것 같아."
320,일반 대화,"네 취사병 전설이 되다라는 웹툰 알고 있어?
아니, 잘 모르겠어.
나는 너무 재밌게 보고 있어.
나 이 웹툰 보기 시작한 지 이틀 만에 다 봤어.
군대 얘기하는 웹툰인가?
특별한 능력을 가진 주인공이 군 생활하면서 전설의 취사병이 되는 이야기야.
맞아, 나는 이거 보고 취사병 하려고 마음먹었어.
그 정도로 재밌단 말이지?
진짜 한 번 보면 바로 빠져들걸?
나도 그랬어, 진짜 추천하는 웹툰이야.
알겠어, 시간 나면 꼭 볼게.
좋아, 나중에 보게 되면 후기 말해줘."
321,일반 대화,"분당 대장동 이슈 들어봤어?
아 이재명 후보 관련 해서 나온 이야기지?
이번에 국정감사도 하던데 봤어?
아니 일하느라 못 봤어 어땟어?
속 시원한 답은 안 나왔어
그래? 뭔가 있긴 한가보네
딱히 그런 느낌도 아니고 잘 모르겠어
이번 대선에 영향 있을까?
난 조금은 있을 꺼같아
나 역시 영향이 있을 거 같아"
322,일반 대화,"우리집 토끼가 아파.
아이쿠 어떻해
동물병원에 가봐
발정기 인가봐.
약은 먹인거야?
짝을 찾아야겠네
새끼까지 못키워.
새끼낳으면 분양해야지
우리 강아지는 중성화수술 했어
너무 작아서 수술 무서워
그래도 어릴 때 중성화 시켜야겠다
새끼 낳으면 이쁘긴 한데"
323,일반 대화,"요즘 만화 뭐있지?
우리 애는 요즘 자두에 빠졌어
아 그렇구나 우리아이는 타요
아... 여자애 나오는거?
나도 같이보면 재미있더라
여자아이들은 좋아 할 것 같아
그래? 난 안봤는데. 타요는 어떤거야?
타요는 이미 예전에 끝났어 우리는
타요 자동차 나오는 만화
재미있겠네. 자두랑 타요봐야겠다
자두는 남자애도 좋아하는거 같애
나도 자두 한번 보여줘야겠다"
324,일반 대화,"**야 요즘 강아지 간식 뭘로 먹여 ?
난 수제간식으로 먹여
찾아보니 강아지 간식도 종류가 많네
맞아 종류가 많아서 고르기가 어렵네
언니네 강아지는 노령견이니 잘 씹을수 있는 말랑한 간식으로 알아봐봐
응 강아지 치아상태는 괜찮아?
요즘 이빨도 빠져서 음식 먹기도 힘들어 하더라고
그럼 캔으로 된 시저 먹여봐 부드러워서 우리강아지도 잘먹어
아이구 치아관리도 잘해야겠네
시저? 찾아보니 엄청 다양하네
응 소고기 들어간것도 잘 먹더라고
잘먹는 강아지는 귀여워"
325,일반 대화,"우리집 강아지 털 밀어서 도비됐어
내 주위 강아지 키우는 애들 다 미용하더라
지금 완전 빡빡이라서 너무 귀여워
완전 보들보들하잖아 다 밀면 나도 만지고 싶다
털 밀어서 수치스러워하는 건 조금 미안하긴 해
강아지들도 수치스러움을 알아? 너무 귀엽다
털 밀면 좀 그런 것 같더라고 소심해지고
막 밥도 안 먹고?
그정도는 아닌데 이불속에서 안 나와
추워서 그런 거 아니야?"
326,일반 대화,"만화가 강풀이라고 알아?
당연히 알지! 난 집에 만화책도 있어.
정말? 강풀 팬이었는데 몰라봤네.
다음 웹툰에서 연재할 때 열심히 찾아봤지.
어떤 작품이 제일 좋았어?
나는 ""타이밍"" 작품을 제일 재밌게 봤어.
초능력자 나오는 걸 좋아하는구나.
응 소재가 엄청 신선했는데 너도 봤어?
나는 ""순정만화""만 봤어.
아 그것도 재밌지, 은근 눈물나는 만화야."
327,일반 대화,"결혼 언제 했어?
나는 11년 지났네
나는 12년차 지나고있네
난 내년이 20년째야
우와 인생 선배다
시간 참 빨라서 속상해
난 4월에 했었는데...그때가 가물가물해
나도 4월에 했어
나도 기억 안나는데  난 10월
아... **이랑 같은 계절이였네...
봄에 해서 제주도 신혼여행갔었어
아 딱 좋은 날씨였겠다"
328,일반 대화,"결혼생활 많이 힘들었니?
전 많이 힘들지는 않았어요
근데 서로 너는 너 나는 나로 살다보니 이렇게 됐죠
아무래도 개인 생각들이 있으니깐 맞춰 가기가 힘들지 결혼생활이
결혼해서 좋은점이 있어요?
있지 아이을 낳는 다는건 정말 좋은거지
결혼은 다들 해도 후회 안해도 후회라고 하지만 첨부터 안하고 혼자 사는것도 좋은거 같아요
그런건 하고 후회하는게 낫지 싶어
결혼하고 아이낳고 여자는 여자의 삶이 없어지는거 같아요
아무튼 결혼이란건 복잡하고 힘들고 짜증날때도 있고 그래
연애가 좋다는 결론이 나는 거 같은데요"
329,일반 대화,"백신 안 맞는 사람들 어떻게 생각해?
나는 그냥 별 생각 안 해.
사실 나는 꼭 맞아야 된다고 보거든.
음 나는 선택이라고 봐.
집단 면역을 만드는 게 중요한 시점이잖아.
그래도 확인되지 않은 부작용이 많이 나오니까.
하긴 겁 먹을 수는 있겠다.
나도 백신 맞기는 했지만, 무서웠어.
그래도 별 일 없으니 다행이네.
아직 2차 접종이 남아서 끝난 게 아니야."
330,일반 대화,"등산을 좋아하시나요?
저는 등산을 안 좋아해요
아니요. 산은 보는 곳이라 생각합니다.
등산을 언제 가면 좋을까요?
제 몸을 힘들게 하고 싶을 때요.
가을이 좋을 것 같아요
등산은 누구와 가면 좋을까요?
연인도 좋을 것 같아요
저를 잘 보살펴 주는 사람과 가고 싶습니다.
등산과 잘 어울리는 계절은 언제인가요?
봄이랑 가을을 좋아합니다
저도 가을이 좋을 것 같습니다."
331,일반 대화,"오늘 헬스장 가야 하는데 날이 추워져서 이불 안에만 있고 싶다.
어차피 가야 하는데 갔다와 후딱
헬스는 하고 나면 좋은데 가는 게 너무 귀찮아.
아무 생각 없이 출근한다 생각하고 일어나 나가
그래야겠지? 끝나고는 자전거 타고 와야해.
가면 잘갔다 싶을거야  조심히 다녀와
운동 끝나고는 자전거 타고 오기 힘들겠지.
이온음료 사들고 열심히 운동해
자전거로도 한 바퀴 돌고 와야겠어.
땀 내고 샤워하면 개운하겠다 정말"
332,일반 대화,"지리산 드라마 너무 꿀잼이야
김선호 얘기 들었어?
나는 유재석이 너무 싫어
전지현 진짜 이쁘더라구
나는 강호동이 제일 좋아
김선호 금마 바람둥이 더만
맞아, 김선호 난리 잖아
정말 노력파 인 것 같아
강호동도 별로야 돼지라 비호감
지금 핫 이슈더라구 그분
사람 정말 좋게 생겼는데 ㅠ
강호동은 씨름이나 하러가라 해
응 강호동은 진짜 웃기지
돼지에 굉장한 편견이 있구나
돼지는 인간의 적이야
씨름은 진짜 천하무적이야 키키
살찐건 죄가 아니야
천하장사가 근데 뭐라고 유세 떠는지 공감 안돼"
333,일반 대화,"주 몇 시간 근무이신가요?
주 40시간 일해요
40시간 근무하고 있습니다.
주 40시간은 길게 느껴지시나요?
긴 것 같아요
적당하다고 생각합니다.
업무량이 많거나 적어서 그렇게 느끼실까요?
일이 많아서 그렇게 느끼는 거 같아요
네. 저는 제가 감당할 수준이라고 생각합니다.
회사에서 받은 스트레스는 어떻게 푸시나요?
저는 주로 먹거나 책보는 걸로 풀어요
노래를 듣거나 글을 쓰면서 푸는 것 같습니다.
동료들과 일 끝나고 자주 모이시나요?
예전에는 그랬는데 요즘은 코로나로 인해 모이지 않습니다.
저는 혼자 노는 걸 좋아해서 잘 안만나요"
334,일반 대화,"아직도 목요일이야.
이놈의 회사는 언제까지 다녀야 할까.
아마, 죽기 전까지 평생 다녀야 할 듯.
맞아 난 돈의 노예니까.
대표님 충성을 다 하겠습니다!
충성충성! 절 책임져 주십쇼 대표님!
회사가 좋은가 보다 그렇게 말 할 정도면.
응 우리 대표님 엄청 좋으신 분이야.
그렇게 말 하는 사람 처음 봤어.
나는 대표님 만난 게 정말 행운이라고 생각해."
335,일반 대화,"멀리뛰기 선수들 영상 봤어?
한 번 봐봐. 진짜 날아다니는 것 같아.
예전에는 별 감흥 없었는데 커서 보니까 너무 대단하더라.
얼마나 멀리 뛰어?
세계 기록이 8m 95cm야.
와, 진짜 경이로울 정도네.
사람이 그렇게 뛴다고? 대박이다.
우리도 한 번 재보라 갈래?
그래, 학교에 모래판 있잖아.
오! 재밌겠다. 누가 더 멀리 뛰는지 대결하자."
