idx,class,conversation
668,일반 대화,"군대 대신 승선근무 하신거 잖아요.
네 맞아요.
그러면 예비역이나 민방위는 안가요?
가야죠 당연히. 그 대신에 승선 중일 때는 안가요.
아~ 좋네요. 그게 면제가 되는 거에요?
아니에요. 그냥 연기인거죠.
아아. 그렇군요. 또 새로운 사실을 알게됬어요
언제든지 물어보세요. 제가 아는 선에서 답 해드릴께요.
네네~ 정말 감사합니다. 그럼 보통 언제 예비역 훈련 받으세요?
보통 승선근무 예비역 다 마치고 그 이후에 받게 되요."
669,일반 대화,"너희 일할 때 mbti 뭐야?
나는 해봤는데 ENTJ야.
J들이 꼼꼼하고 계획적이긴 하지
회사에서 칭찬 받겠다
나는 덤벙대는 성격이라 부럽다
우리 회사도 그런 사람 몇 명 있어
꼼꼼함이 장점인 사람이 존경스럽긴 하지
열린 마인드라 좋았어.
요즘은 꼰대 기준 나이도 낮더라
내가 꼰대인가? 하는 순간 꼰대래
모두가 기성세대가 되니까
특히 회사에서 세대차이는 극복하기 어려운 것 같아
아무래도 그렇게 모일 일이 없으니까
맞아 인위적으로 모인 조직이지 회사는.
어떻게 하면 덜 꼰대가 될 수 있을지 고민이다 참"
670,일반 대화,"오늘 체육시간에 테니스 배웠는데 너무 재밌어.
테니스도 배워? 좋겠다.
중학교 때 잠깐 테니스 배웠었는데.
너무 재밌어서 전문적으로 배워보고 싶어.
나도 평소에 관심이 있어서 배울 기회가 된다면 배우고 싶어.
테니스 배우러 갈래?
좋아, 나중에 아마추어 대회도 나가고 싶어.
우리 다 같이 대회 나가자.
정말 좋은 생각이야.
테니스 라켓 알아봐야겠다.
테니스화도 있는 거 알아?
그것도 사야 해.
맞아, 난 중학교 때 신던 거 신어야겠다."
671,일반 대화,"왜 첫사랑은 실패하는 걸까요?
처음이라서 어리숙해서 그런 것 같아요
지금 아내가 첫사랑입니다.
실패하는 것만은 아니라고 생각합니다.
연애도 자주 해야 느는 걸까요?
그런 것 같아요
그 질문은 맞는 것 같습니다.
하지만 저는 1명 밖에 못 만나봐서...
인연이라는 말을 믿으시나요?
인연은 분명 있다고 저는 생각합니다.
그럼요 인연이 분명히 있죠.
정말 좋아한다면 헤어지지 않겠죠?
글쎄요. 집안에 따라 헤어질 수도 있을 것 같습니다.
그렇겠죠 근데 좋아해도 헤어지기도해요"
672,일반 대화,"고양이 말고 키우고 싶은 동물 있어요?
저는 솔직히 안 키우고 싶어요
고양이 좋아하는거 아니에요?
고양이는 아이가 좋아하는거구요
전 **님도 좋아하시는줄 알았어요
전 원래는 반려동물 안좋아했어요
의외네요 동물 좋아하시는 알았어요
피치못할 사정으로 강아지 키우면서 좋아하게 된거지요
근데 왜 키우고 싶지 않아요?
이별이 힘들어서요"
673,일반 대화,"갑자기 싸이월드가 부활 한대.
나의 흑역사가 부활하다니...
이상한 사진 많어?
나는 가끔 눈물을 흘려.
셀카 많이 찍었구나?
엄청 많이 찍었지.
부활하면 어떻게 해?
부활하면 다 지워야지.
다 추억이지 않을까?
추억이긴 하겠다."
674,일반 대화,"밸리댄스 배워보고 싶어 골반운동 될꺼같어
어울 릴 것 같아.
털기 잘 할 것 같아.
난 몸치라 잘 할 수 있을지 모르겠어
몸치였어? 전혀 그렇게 안 보였어.
배워보면 잘 할 것 같아.
몸은 오른쪽으로 가야 하는데 자꾸 왼쪽으로 돌려
그러게 머리 따로 몸 따로 이지.
열심히 배워서 나에게도 알려줘.
왜 할머니들 밸리댄스 배워서 문화센터 같은데서 하시잖아
거기서 배우는 거였어? 괜찮아?
어 할머니사이에서 어린아이 취급 당하고 좋아
문화센터 괜찮다. 나도 알아봐야겠어."
675,일반 대화,"요즘 회사에 손님 많나?
응 병원은 늘 환자 많지
아픈사람이 많나브네 회사가 바쁘겠다
정말 병원에서 일하는 사람이랑은 만나지마라 기가없다
병원일 하는 사람이 왜?
아픈사람들 한테 기가 다 빨리는거 같다
병원일은 너무 힘들겠다
응 정말 힘든일이다 극한직업이야
그래 그래도 회사생활 힘내야지
그렇지 돈나오는 곳이니까 화이팅"
676,일반 대화,"내 친구가 정기적으로 등산에 간대
요즘 친구들도 그렇고 등산을 많이 가는구나.
나랑도 같이 가자고 하는데 너무 힘들 것 같아
힘들 것 같으면 낮은 산부터 가보는 것은 어때?
그래서 낮은 산에 가자고 했어
지금 가을이라서 풍경도 정말 예쁠 것 같다.
응 사실 다른 계절이었으면 가기 힘들었을 것 같기도 한데 가을이라서 등산 약속 잡았어
이 참에 너도 등산에 취미를 붙였으면 좋겠다.
응 그래서 건강한 삶을 살고 싶어
너 등산 가보고 좋으면 나도 나중에 같이 가자!"
677,일반 대화,"비글들은 병치레 많았어요?
아니요. 진짜 예방접종 말고 병원을 가본 적이 없네요.
정말요? 그럴 수가 있나요?
네네~ 애들이 얼마나 건강하냐면 추위도 잘 안타요.
에이 설마요? 그래도 겨울이면 줍죠.
그렇긴한데 엄청 건강 했었어요.
예전에 듣긴 했어요. 비글이 실험견으로 많이 쓰인다고!
맞아요. 비글이 면역력이 좋아서 실험견으로 많이 쓰인데요.
정말 슬퍼요. 가만보면 인간이 제일 나쁜 것 같아요.
네 정말 그래요. 비글이 너무 불쌍해요."
678,일반 대화,"공군에도 방공이 있어.
방공이 뭐야?
지대공 방어 하는거야.
땅에서 하늘을 방어해?
미사일 터렛이라고 생각해.
미사일 터렛은 뭐야?
스타크래프트 건물 몰라?
나 스타크래프트 몰라.
땅에서 하늘 공격하는거야.
나는 전혀 몰랐어."
679,일반 대화,"핸드폰으로 게임하던데 어떤 거 하고 있어?
뭐라고 설명해야 하지... 집짓는 거? 키키
집을 지어? 혹시 건축하고 그런 게임이야?
게임 클리어 할 때마다 폐허 같은 집을 하나하나 수리하는 게임이야.
의외네, 그런 걸 좋아할 줄 몰랐어.
나도 해보니까 처음에 시시했는데, 집이 점점 모양을 갖춰가니까 할 맛이 나더라고.
얘기한 게임이 뭔지 아는데 말이 많은 게임이거든.
그래? 왜? 말이 많을 일이 있어?
광고에서 하는 게임이랑 실제 게임이랑 다르다고.
아, 그거~  나도 처음에 그랬는데, 하다 보니까 재미있더라고."
680,일반 대화,"우리 주말에 등산 갈까?
갑자기 등산은 왜?
더 추워지기 전에 가고 싶네
어디로 갈 건데?
가까운 관악산 둘레길이라도 걸을까 싶어
관악산에도 둘레길이 있어?
응 전에 아빠랑 같이 가봤어
둘레길 조성이 어떤데?
도보하기 좋게 잘 깎아놨어
그럼 내일 가자"
681,일반 대화,"운전 잘하는 기술은 뭐야?
한 눈 팔지 않고 하는 거지
운전하고 싶은데 겁이 너무 많아
브레이크만 잘 밟으면 괜찮은데
내가 몸치라 더 힘든걸까?
다들하는거 보니 시작해보면 될 것 같은데
응 연습해볼게 어떤 것부터 시작할까?
일달 운전연습을 시작부터 하자
언제 할까?
주말에 시작하자"
682,일반 대화,"나랑 당구치러가자
그래그러자 한가하다
그러면 레저활동 고고싱
당구치고 볼링도 치제이
운동을 많이해서 땀을 좀 빼야겠어
아 요즘에는 양궁이 재밌더라 양궁장 많이 생겼으니 양궁한판하자 내 그런거 되게 좋아한다
오 재밌겠다, 양궁도하고 당구장도 가고
짜장면은 역시 당구장 짜장면이지
전에 양궁 하러갔는데 옆사람칸에 쏘고 말았지 뭐얌, 너무꿀잼 하하
양궁도하고 대단하네
응 요즘 많이 생기더라 한번해봐 재미있어"
683,일반 대화,"일하는데 출장이 좋은것이 아니다
나는 출장 한번도 가본적이 없어서 가보고싶다
5시에 서울에서 회의 끝나면 집에오면 9시쯤 될거아닌가
아 그래 최악이네?
아니 다음날 오면 안되나
정말 인생이 회사때문에 피곤의 연속이네
회삿돈으로 숙소 잡아서 하루 있다가 오면 안되나?
그러면 다음날에 온들 출근할라면 5시기차 타야지
출근도 안하면 안되나? 출장 1박2일로 가면안되나?
회사생활이 내맘같지않네, 이래서 전문직이나 공무원이 최고인기라
얘기 들어보면 공무원이 참 좋긴좋아"
684,일반 대화,"오늘 미국의 금리 인상 기사 보셨어요?
네 정말 놀랬습니다.
내년이긴 하지만 우선은 가닥을 잡은 것 같죠?
맞아요. 이미 기사까지 떴으면 확정이라고 봐야죠.
만약에 금리인상이 되면 저희 한테 영향이 없을까요?
엄청 많겠죠? 지금 테이퍼링 하는데도 한국은행이 금리를 올렸잖아요.
맞아요. 그렇네요 정말.
왜 미국의 정책 하나에 우리나라가 영향을 받을 까요?
우리나라만 그런게 아니라 전 세계가 그렇죠 뭐.
그러니깐요 그게 참 불 공정해요
어쩔 수 없죠. 우선은 우리가 강대국이 아니니깐요. 힘을 키워야죠."
685,일반 대화,"강아지가 아보카도 먹어도 되니?
아니. 절대 안 돼
왜? 아보카도가 가장 영양가 높은 과일이잖아
그렇긴 한데 강아지는 먹으면 안 돼
왜 먹으면 안 돼?
아보카도에 있는 퍼신이라는 성분 때문에
그 성분이 어떤 문제를 일으키는데?
위장장애랑 호흡곤란이 발생할 수도 있대
먹이면 안 되겠네
응. 강아지가 먹지 않도록 조심해야 해"
686,일반 대화,"**아 신혼여행 어디로 갈거야?
나는 예전부터 스페인 가고 싶었어
나도 유럽!
나도 그랬는데 이제는 휴양지로 가고 싶어
근데 휴양지로 가는것도 나쁘지 않을거 같아
몰디브 이런데?
응 그런것도 좋고 그냥 가서 휴양하고 오고 싶어
근데 지금 어차피 신혼여행 제주도 밖에 안돼ㅠㅠ
근데 발리 풀렸다는 소리도 있어
근데 정확한게 아니잖아
맞아ㅠㅠ그냥 제주도로 가자
나 결혼할때는 아마 풀렸을거야 키키"
687,일반 대화,"아는 분이 지역에서 지원해주는 바리스타 자격증반 공부를 하시는데 재밌다고 하시네요
저도 바리스타 공부해보고 싶어요
저도요. 시간되면 배우고 싶어요
같이 하시면 좋겠네요
내일배움카드 있어요
시간이 안 되서 못할 꺼 같아요
요즘은 동네 작은 카페도 인기가 좋으니 배워서 취미겸 용돈벌겸 해도 좋겠어요
교육프로그램이 다양하니 선택도 할 수 있대요
예전에 주민센터에서 하더라고요
아는 분이 배워서 연습한다고 매일 커피 내려오더라고요
저 커피숍 하는게 꿈이에요
그럼 바리스타 공부해보시는 것도 좋겠어요
그래 그럼 배워봐. 차려줄 돈은 없지만"
688,일반 대화,"너네 웹툰 백수 세끼라고 알아?
응, 심심할 때마다 보고 있어.
난 잘 모르겠어.
거기에 나오는 음식 너무 맛있어 보이지 않아?
맞아, 그림인데 진짜 음식 같아.
얼마나 실감 나길래 그래?
한 번 찾아봐.
진짜 음식 같아.
볼 때마다 배고파 죽겠어.
스토리는 재밌어?
응, 연애하는 이야기가 나오는데 재밌게 보고 있어.
나는 음식 보려고 봐.
나도 한 번 봐야겠다."
689,일반 대화,"호텔링이라고 들어봤어요?
아니요! 그게 뭐예요?
호텔링은 또 뭐야
여행갈 때나 주인이 집 비울 때 반려견이나 반려묘 맡기는 곳
아. 호텔서비스 같은건가봐
애견호텔인거예요?
예. 잠도 자고 산책도 시켜주고 하는건가봐요
그런 서비스가 요즘은 보편화되어 있는거 같긴해.
너무 좋네요. 반려동물 호강하네요
가격이 꽤나 비싸겠지만 가족들 장기여행갈 때 믿고 맡기기 좋겠어요
그렇죠. 주위에 부탁할 사람 없는 사람들에겐 좋은 서비스같아요
불안하지 않고 좋겠네"
690,일반 대화,"최악의 남친있었나요?
있죠 생각만 해도 화나네요
4어떤 분이셨길래요
바람피는게 습관이였어요
어떻게 알았어요?
제가 작은 소리를 잘 듣거든요
예를 들면요?
엔진소리라든가 보통사람은 잘 못듣는걸 들어요
어떻게 알았는데요?
잔다고 했는데 버스 엔진소리가 들리더라구요 바로 들켰다는요"
691,일반 대화,"파푸아 원시림 훼손 됐대.
자연아 인간이 미안해.
지구에게 인간은 적이야.
원시림 불 나서 피해가 크대.
얼마나 피해가 크대?
서울시 크기가 탔대.
엄청 크게 났다.
지금은 다시 복구 중이래.
다들 고생이 많겠다."
692,일반 대화,"나 오늘 아르바이트 비 들어왔어.
나는 아직 안 들어왔는데.
나도 들어왔는데 확인해 봐.
나도 알람은 안 뜨더라.
그래서 안 들어왔다고 착각했나 봐.
아하, 그럼 내가 확인해 봐야 하구나.
응, 그럼 들어와 있을 거야.
확인하고 올게.
난 8만 원 들어왔는데 돈으로 뭐 할 거야?
나는 옷 살려고 해.
나는 맛있는 거 먹으려고.
나는 저금할 생각이야."
693,일반 대화,"어벤저스 시리즈는 볼때마다 뭐가 뭔지 모르겠어.
그거 관련 시리즈 다 봐야 이해가 가능해.
그냥 어벤저스 시리즈 말고?
아이언맨부터 시작해서, 헐크나 캡틴 아메리카 이런거 다 봐야 이해가 돼
한 두 편이 아니잖아!
나도 그중에 몇 시리즈는 못 봤어.
난 그냥 리뷰에서 줄거리 볼래, 직접 다 보는건 힘들어~
나도 그래야 겠다, 키키
어벤저스 엔드게임 보는데 후반 부분에서 도대체 그 많은 사람들은 뭐지 했어.
그 많은 시리즈 사람들 다 한 번씩 나와야 하잖아, 키키"
694,일반 대화,"친구들은 아직도 군인이에요?
근무 중인 친구도 있고 전역한 친구도 있어요
진급 못하면 전역해야하는거죠
네네 그렇죠
군인도 쉬운 직업은 아닌거 같아요
TO가 생각보다 없다 하더라구요
그래도 연금도 나오고 좋을거 같아요
대신 어정쩡하게 전역 하면 할게 없죠
나이가 그렇겠네요
네 저희 삼촌도 마지막 시험에서 진급하셔서 다행이였죠"
695,일반 대화,"이번에도 집에서 머리 염색할 거야? 해줘?
해주면 나야 좋지.
준비하고 있어, 내가 새치 염색 해줄게.
고마워, 이번에는 좀 짙은 색으로 샀어.
안 그래도 지난번 색깔은 흰머리는 염색이 덜 먹더라.
응, 실내에서는 잘 모르겠는데 밖에 나가면 좀 보이더라고.
염색하면 힘드니까, 치킨 시켜줘~
그래, 시켜줄게. 물론 염색이 잘 된다면!
내가 얼마나 오랜 시간동안 염색을 했는데, 치킨 살 돈이나 준비하고 있어. 키키
치킨시켜주는게 돈이 더 들겠네.
다음부터는 미용실가서 해야겠다."
696,일반 대화,"니가 하는 모바일 게임 이름이 피쉬돔이라고 했지?
맞아 바다친구들이랑 하는 아케이드게임이지
난이도는 쉬운편은 아닌 것 같더라
적당히 어렵고 굳이 말하자면 어려운 편이야
어려운 모바일 게임은 스트레스 받지 않아?
그냥 킬링타임용인데 스트레스가 아주 없진 않네
어떤 점이 가장 어려운 점이야?
석유가 나오는 판인데 기름이 점점 번져서 처치하기 어려워
점점 번지면 길을 막고 어렵겠다
응 꼭 가는길을 막아서 난이도가 어려워
가끔 보면 폰게임에 인공지능이 탑재된 것처럼 가는길 마다 막더라
맞아 난이도 어려우면 아이템 쓰면 괜찮아"
697,일반 대화,"너는 땅거래 해봤어?
나는 땅거래 안해봤어.
나도 땅거래 안해봤어.
갑자기 땅거래는 왜?
땅이 있으면 좋겠지?
당연히 땅은 있으면 좋지.
나도 땅 갖고 싶다.
나도 땅 갖고 싶은데 땅 살 돈이 없다
우리 돈 모아서 땅 사자.
그래 열심히 살아서 땅 사자."
698,일반 대화,"오버워치 경쟁전은 너무 하기가 무서워
사람들이 예민해져 있긴 하지.
아무래도 자신의 등급이 걸린 문제라 그런지 욕설도 난무하는 것 같아
등급도 중요하지만 욕설은 하면 안돼.
정말 그래야할텐데 자꾸 게임을 못하면 욕을 하니까 주눅이 들어
사실 그 사람들 본인들도 못하면서 남 탓만 하는 거야.
정말 그럴까? 그래도 무서운 것 같아
남 탓을 하면 마음이 편해지는지 항상 남 탓만 하더라고.
그래서 이제 경쟁전은 무서워서 안하려고 해
그냥 아케이드 모드로 게임을 즐기면서 해."
699,일반 대화,"정기적으로 하는 운동 있어?
나는 예전에 태권도 배웠어.
취미로 태권도 다닌거야?
응 친구가 다녀서 나도 성인반 등록했어.
무슨 띠 까지 땄어?
난 초록띠까지 따고 그만 뒀어.
검은띠까지 따보지 그랬어.
태권도장이 멀어서 힘들더라고.
맞아 거리가 멀면 다니기 쉽지 않아.
2개월 다닌 것도 대단하다고 생각해."
700,일반 대화,"요즘 너네 영화 뭐 본거 있어?
나는 요즘 영화는 딱히 없는 것 같아
나는 프리가이 봤었어
프리가이? 그게 뭐야?
아 그 데드풀 주인공 나오는 영화지?
응 맞어 판타지 영화인데 재밌더라고
오 진짜 재밌겠다
저번에 볼까 하다가 안봤는데 나도 봐야겠다
응 한번 봐봐 재밌어
이제 상영은 안하는거지?
아마도 그런 것 같아
나도 영화관에서 본건 아니고 구매해서 봤어
나도 구매해서 한번 봐야겠다
그래? 얼마정도 했어?
만원정도 한 것 같아"
701,일반 대화,"나는 음식점 아르바이트는 못할 것 같아
너 음식점 아르바이트도 해봤어?
응 대학교 다닐 때 잠시 했는데 너무 어려운 것 같아
음식점 아르바이트가 가장 쉽지 않아?
식사시간이 대부분 비슷하니까 바쁠 때 너무 정신이 없어서 사람이 몰릴 때 가장 힘들었던 것 같아
대학가나 회사 근처 식당이면 그럴 수도 있겠다
나는 대학교 바로 앞에서 해서 식사시간에 사람들이 너무 많이 오더라고
아이고 정말 힘들었겠네.
주문도 받고 음식도 만들어야 되니 정신이 하나도 없었어
혼자서 너무 많은 일을 하려니 힘들었구나. 그래도 좋은 경험이라고 생각해 봐!"
702,일반 대화,"우리는 이제 기념일 안챙기나?
의미가 없는 것 같아서
연애 초기에는 잘 챙겼는데
생일 정도만 챙길까해
그럼 결혼하게 되면 결혼기념일은?
일년에 한번이니 그건 챙겨야지
결혼기념일에는 다들 머하지?
식사를 하거나 데이트를 하는 것 같아
연애할때 기분을 느끼는 건가?
그말도 맞는 것 같아"
703,일반 대화,"너 서든어택 한다고 했지?
어 맞아 서든어택 하지
내 남친한테 물어보니까 내 남친도 한대 같이 할래?
그래 몰랐네 같이 재밌겠다~
나는 하나도 모르니까 둘이 알려줘!
어 그래 그렇게 하자
파이어 인 더 홀! 이거밖에 몰라 키키
야 하고 싶다 생각나네
집에서 컴퓨터로 안 해?
어 컴퓨터로 해 노트북은 안 되지 키키
지금 노트북만 할 수 있는 상태야?
어 맞아 피씨방 가야겠다!
왜 집에 있는 컴퓨터 고장 났어?
아니 집에 있긴 있는데 별로 좋지 않아 ㅜㅜ
사양이 많이 떨어져서 그래?
어 맞아 그렇지 오래 됐거든 ㅜㅜ"
704,일반 대화,"어떤 계절을 좋아해?
봄이랑 가을
그 계절을 좋아하는 이유는 뭐야?
그냥 덥지도 않고 춥지도 않아서
겨울은 안좋아해?
추워서 움직임이 둔해져서 조금 싫어
나는 여름이 싫어
여름이 왜 싫어?
너무 덥고 피부가 타서 싫어
여름은 신경 쓸게 많아 지긴 해"
705,일반 대화,"나는 내가 좋아하는 사람을 만나야 해.
그건 당연한 거 아니야?
사랑 받는 걸 더 좋아하는 사람도 있어.
아~ 내가 좋아하는 것 보다 상대가 날 더 좋아하는 거?
응 받는 사랑을 좋아하는 사람.
너는 주는 사랑이 좋은 거구나.
나는 사랑을 받더라도 내가 줄 수 없으면 못 만나.
그럼 너가 사랑을 주는데 못 받으면?
그것도 힘들겠지만, 사랑을 못 주는 게 더 힘들 거 같아.
난 하나라도 충족 안되면 속상해"
706,일반 대화,"왜 티비에서는 새벽에 자꾸 19금 영화들을 보여 주는거야
맞아. 낮시간대에도 할 때 있더라. 깜짝놀랐어.
우리집은 가끔 애가 너무 늦게 자는데 깜짝 놀래 채널 돌리다가
애들 학교가는 시간대라 그런 영화들을 보여주는 건가?
조심 해야 할것 같어 티비 채널 조정같은거 있나?
그러게 말이야. 그런 영화할 만한 채널은 삭제기능 없을까?
전화해서 물어볼까?
삭제 기능 필요할것 같아
그래야할 것 같아. 우리에겐 좋은 일이지만 아이들은 안 돼.
애들 티비조심 시켜야해 진짜 큰일 나겠어
그렇겠지? TV를 못 보게 할 수도 없고 말이지."
707,일반 대화,"나 게임 계속 져...
나도 요즘 잘 안돼.
무슨 게임 해?
자동차 게임해.
데이터 없이 할 수 있는 게임이야.
우와, 재밌겠다.
재밌는데 계속 꼴등해.
맞아, 다른 사람 다 잘해.
매칭이 어렵게 잡히나 보네.
응, 그런 거 같아.
매칭에 대해 문의해야겠어.
응, 한 번 해봐.
그럼 매칭 쉬워지겠지."
708,일반 대화,"나 손톱이 너무 짧은데 정리가 안 돼 네일샵 가야겠지
그래 네일샵을 가는걸 추천해.
나 잘못 잘라서 고생중이야.
그래 가야 할 것 같아 너무 아프다
네일샵가서 아트는 생각 못하고 늘 케어만 받고 오네.
나도 시간이 없어서 매일 기본 케어만 받고 있어
콧망울 피지는 어떻게 없애지?
코팩을 이용해 봐 괜찮을 거야
코팩을 했더니 너무 징그럽더라. 자주 해야되겠어.
그래 그게 효과가 좋아서 나도 매주 이용하고 있어
그래 해봐야되겠다. 모공 좁아지기를."
709,일반 대화,"군대는 몇살부터 가는 걸까요?
만 19세 이상부터 가는 걸로 알고 있는데
20세부터 입영통지서 오는 거 아닌가요? 정확히는 모르겠네요.
그럼 몇살까지 갈수 있어요?
그렇게 세세하게 알고 싶지는 않아요 군대란 곳은
28세 아닌가요. 모르겠네요. 알 수 없어요.
갑자기 몇살부터 몇살까지 갈수 있는지 궁금했어요
나이 맞으면 군대 갈 생각 있으신가 봐요
누가 갈 사람이 있으신가봐요. 저도 가고 싶어요.
네 여자이지만 가보고 싶습니다.
키가 작어도 가기가 어려울 걸요
키제한도 있군요. 몸은 힘들겠지만 아무 생각 안 할수 있을 것 같아요."
710,일반 대화,"내일 알바 회식 어디서 하노
글쎄 나도 모르겠네 지금 생각같아서는 감자탕 가고싶네
뼈 쪽쪽 빨고 좋겠네
응 나는 감자탕을 좋아하지 밥도 볶고
회식하고 부산온나 2차하러
회식하고 거기가면 너무 늦지 부산도 12신가 이제?, 회식 생각하니 즐겁네
회식이 즐겁나 부산도 십이시지
나는 맛있는거 먹는거 좋아하잖아 돼지라 하하
하긴 좋은 직장동료와의 회식은 즐겁기만 하다
일요일에 다시 출근을 할 생각을 하니 끔찍하네
하지만 아직 멀었다
그래도 좋은 직장동료가 있나보네"
711,일반 대화,"저번에 축구 좋아 하신다고 하셨죠?
네네~ 축구 진짜 좋아해요.
축구는 잘 하세요?
저는 진짜 축구를 못해요.
왠지 말은 그렇게 하는데 잘 하실 것 같아요.
아니에요. 전 공격수를 하고 싶었는데 친구들이 안 시켜주더라구요.
그럼 포지션이 뭐 였어요?
저는 수비수였어요.
수비수도 엄청 중요하지 않아요?
아니에요. 제일 축구 못하는 사람이 수비수나 골키퍼에요."
712,일반 대화,"**는 결혼해서 행복한가?
글쎄 모르겠다 근데 우리 **이가 연애를 시작한것 같아 충격
결혼생활 성실히 잘했으면 좋겠네
나도 그랬으면 좋겠다 화이팅
얼마나 연애하고 결혼한거지?
글쎄 잘 모르겟네
그래도 결국 결혼 하기는 하네
잘살았으면 좋겠넹 결혼생활 즐거우려나
결혼해서도 잘살겠네 싹싹해서
우리 언니라면 잘하겠지"
713,일반 대화,"영화 좋아하세요?
영화는 정말 좋아해요.
무슨 영화를 가장 좋아하나요?
전 내 머리속의 지우개를 가장 좋아했어요.
내 머리속의 지우개? 전 잘 모르는 영화네요.
아~ 그렇군요. 손예진, 정우성 나오는 멜로 영화에요.
영화 소개 좀 해주세요.
어떤 내용이었나요?
주인공들이 아름답게 만났는데 갑자기 여주인공이 치매에 걸리게 되면서 일어나는 멜로 영화에요.
어! 저 봤어요. 그 포장마차에서 소주 원샷 하던 장면 기억나요.
맞아요. 그게 아마 200만 관객 동원 했던 영화로 기억해요."
714,일반 대화,"만화방 놀러 가야지 하하
만화방 내도 갈래 키키
만화방 내는 안 좋아함
만화방 가서 짜장면 먹어야쥐 하하
내 엄청 좋아함 만화방
키키 ** 좋아한다 같이 가라
엄청 편하더라 요즘?
**는 절대 안 좋아하더라 ;
키키 만화방 왜 좋아함? ...
황소는 완전 좋아할 듯
요즘 다 판다 거기 안에 키키
가면 지루하고 할 거 없는데
거기 웹툰도 많더라?
완전 맛있는 거랑 만화책 졸랭 많고
웹툰도 요즘 있다고? 키키
난 웹툰 봐야지 하하
내가 젤 좋아하는 곳 중 하나"
715,일반 대화,"오늘 **이 오전 산책 끝
우리집 강아지는 산책 아직인데 빨리했네?
오전에 하고 오후에 해야 얌전하더라고
와 진짜 부지런하다 좋은 주인이네
하루에 두 번씩 해주다보니까 빼먹으면 완전 화내
웃기는 강아지네 진심
나 대신 하루 산책 가줄 사람?
나도 오후에 해야하는데요? 키키
**이 착하고 귀엽고 산책매너 좋은데 제발
착하고 귀엽고 산책매너 좋아서 그렇게 짖나..."
716,일반 대화,"코로나 백신 맞았어?
응 나는 2차까지 맞았어!
2차까지 다 맞았어.
언니들은 어떤 백신 맞았어?
나는 화이자 백신으로 맞았어
나도 화이자 백신 맞았어.
국민지원금 다들 받았어?
당연히 받았지. 국민지원금 어떻게 쓰고 있어?
지원금 받아서 벌써 다 써버렸어 키키
거의 장보는 용으로 사용했어
나도 식당 가서 밥 몇번 먹고 옷사느라 다 써버렸어
나는 아직 조금 남아 있는데 장 볼 때 쓸 생각이야
이제 백신 맞은 사람들이 늘어나서 어느정도 안심이다
내년이면 마스크를 벗고 다녀도 되지 않을까?
백신 거의 다 맞아가니까 얼른 그랬으면 좋겠다"
717,일반 대화,"엄마 상생소비지원금 신청했어?
아니. 신청 안 했어
왜 신청 안 했어?
해도 지원금 받기 힘든 조건이야
왜 힘든데?
최대 10만 원 캐시백 받겠다고 카드를 더 쓰는 게 말이 되니?
듣고 보니 그렇네
아마 10만 원 전부 받는 사람 적을 거야
그렇겠다. 탁상공론 정책이네.
응. 차라리 재난지원금 추가 지급하는 게 나아"
718,일반 대화,"포켓몬스터 알아?
포켓몬스터 졸잼탱구리 ㅎ
넵! 포켓몬스터 알죵
난 피카츄가 젤 좋아~
난 라이츄가 젤 좋아 하하
저는 꼬부기가 좋습니당
노래도 다 외워 난!
다들 다르네 좋아하는 게 하하
와우, 노래까지요?
찐덕이네용
엇... **이가 좀 꼬부기 상인 듯
꼬부기 귀엽지 완젼 하하
** 키키 꼬부깈 키키
꼬부기 상들이 착하거든
난 그럼 고부기야 하하
근데 생긴 건 그리 안생겼어용 키키
오빠는 거북왕 닮았음
하하 넌 거북왕 플러스
거북왕이라는 캐릭터도 있어요?"
719,일반 대화,"백신접종 했나요?
네. 시기에 맞춰 접종했습니다.
네 했어요
몇차까지 했나요?
2차까지 모두 접종 마쳤습니다.
2차까지 마쳤어요
후유증은 없었나요?
약간의 몸살기가 있었습니다.
두통이 조금 있었어요
곧 3차, 부스트 샷을 맞는다고 하는데 어떻게 생각하나요?
저는 나라에서 시키는대로 맞을 계획입니다.
저는 고민해봐야 할 것 같아요
백신접종에 대해 어떻게 생각하나요?
예방적인 측면에서 좋다고 생각합니다.
필요하다면 맞는게 좋을것 같아요"
720,일반 대화,"예전에 할머니 집에 있었던 토끼 기억해?
당연히 기억하지! 얼마나 귀여웠는데.
요즘 토끼 영상 보고 있는데 키우고 싶어 미치겠어
토끼 볼 때 너무 귀엽지.
그런데 집에서 키우면 아마 냄새가 많이 날 거야.
그런가? 나 냄새에 예민한데
토끼 뿐만 아니라 모든 동물이 특유의 냄새가 있지.
그러면 나는 반려 동물을 키우는게 힘들겠다
너 같이 예민하면 그렇지.
그럼 나는 랜선 이모로 남아야겠다
그래 그냥 인터넷으로만 구경해."
721,일반 대화,"우리 동네에 있던 오락실 사라졌대
진짜? 거기 우리 추억이 깃든 곳인데ㅠ
그러게ㅠ 요즘은 사람들이 잘 안 가나봐
우리 거기서 펌프 했던 거 기억나?
당연하지! 하교하면 무조건 펌프하러 갔잖아
맞아 키키 학원도 안 가고 오락실에 있었지
총 쏘는 게임도 재미있었는데ㅠ그치?
키키 맞아 내기 해서 지면 떡볶이 사고 그랬지
이제는 못 한다니까 서운하네
그러게 나는 아직 실감이 안 나"
